title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo
Se Eu Quiser Falar Com Deus                                                                                                                                                       - Gilberto Gil                                    ,0.658,0.259,11,-13.141,0,0.0705,0.694,5.87e-05,0.975,4,0.306,110.376
Saudade De Bahia                                                                                                                                                                  - Antônio Carlos Jobim                            ,0.742,0.399,2,-12.646,1,0.0346,0.217,1.88e-06,0.107,4,0.693,125.039
"Canta Canta, Minha Gente                                                                                                                                                        - Martinho Da Vila                                ",0.851,0.73,2,-11.048,1,0.347,0.453,6.34e-05,0.124,4,0.905,93.698
Mulher Eu Sei                                                                                                                                                                     - Chico César                                     ,0.705,0.0502,4,-18.115,1,0.0471,0.879,4.05e-05,0.386,4,0.524,106.802
Rosa Morena                                                                                                                                                                       - Kurt Elling                                     ,0.651,0.119,6,-19.807,1,0.038,0.916,0.000343,0.104,4,0.402,120.941
Desafinado                                                                                                                                                                        - Stan Getz                                       ,0.466,0.146,3,-17.5,1,0.0649,0.931,0.154,0.107,4,0.423,142.885
Madalena                                                                                                                                                                          - Maria Gasolina                                  ,0.675,0.207,11,-13.82,0,0.0545,0.963,0.414,0.112,4,0.684,93.531
O Meu Amor É Glòria                                                                                                                                                               - Sílvia Pérez Cruz                               ,0.504,0.733,7,-10.72,1,0.389,0.696,5.61e-05,0.673,4,0.886,96.565
Brigas Nunca Mais                                                                                                                                                                 - Paula Morelenbaum                               ,0.694,0.546,10,-11.452,1,0.04,0.398,0.076,0.153,4,0.641,170.032
Previsao                                                                                                                                                                          - Bossacucanova                                   ,0.674,0.864,1,-7.971,1,0.0382,0.641,0.358,0.139,4,0.536,99.995
The Girl From Ipanema                                                                                                                                                             - Stan Getz                                       ,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,4,0.388,129.318
Blue Bossa - Remastered                                                                                                                                                           - Joe Henderson                                   ,0.48,0.433,5,-9.909,0,0.0532,0.608,0.694,0.108,4,0.897,82.315
Aqua De Coco                                                                                                                                                                      - Marcos Valle                                    ,0.755,0.732,10,-9.6,0,0.0658,0.487,0.00091,0.454,4,0.816,88.028
Samba de Verão                                                                                                                                                                    - Marcos Valle                                    ,0.697,0.405,0,-14.587,1,0.0317,0.813,0.000157,0.328,4,0.845,114.833
Mas Que Nada                                                                                                                                                                      - Rio Combo                                       ,0.618,0.539,5,-12.689,0,0.0312,0.156,0.00214,0.187,4,0.916,88.646
Nova Bossa Nova                                                                                                                                                                   - Marcos Valle                                    ,0.598,0.739,8,-10.602,1,0.0452,0.523,0.725,0.146,4,0.881,95.018
Não Sei                                                                                                                                                                           - Sílvia Pérez Cruz                               ,0.382,0.0866,1,-14.067,0,0.0396,0.978,0.00197,0.234,3,0.157,111.042
A Força Que Nunca Seca (feat. Maria Bethânia)                                                                                                                                     - Chico César                                     ,0.563,0.112,2,-11.336,1,0.0415,0.89,0.0,0.333,4,0.312,108.372
Aquarela Do Brasil                                                                                                                                                                - Carlos Barbosa-Lima                             ,0.423,0.252,4,-19.264,0,0.0467,0.963,0.901,0.105,4,0.438,81.025
Brigas Nunca Mais                                                                                                                                                                 - Brazilian Jazz                                  ,0.529,0.276,0,-14.859,1,0.0457,0.972,0.885,0.133,4,0.28,96.134
Águas De Março                                                                                                                                                                    - Antônio Carlos Jobim                            ,0.639,0.552,3,-9.285,1,0.127,0.832,0.0,0.122,4,0.474,143.241
Aquarela Do Brasil                                                                                                                                                                - Voyager                                         ,0.449,0.145,9,-19.732,1,0.0484,0.937,0.919,0.0769,3,0.304,91.33
Chega De Saudade                                                                                                                                                                  - João Gilberto                                   ,0.426,0.245,4,-15.983,0,0.0337,0.735,0.0,0.189,4,0.686,175.898
Don't Stop the Carnival                                                                                                                                                           - Sonny Rollins                                   ,0.481,0.525,0,-11.228,1,0.059,0.568,0.0,0.675,4,0.817,104.664
Rebel Rebel                                                                                                                                                                       - Seu Jorge                                       ,0.775,0.206,6,-15.659,0,0.053,0.879,0.000313,0.14,4,0.553,120.46
Rosa Morena - Live At Carnegie Hall/1964                                                                                                                                          - Stan Getz                                       ,0.529,0.134,7,-26.821,1,0.0869,0.906,0.121,0.694,4,0.474,133.614
Karoliina Kaunis                                                                                                                                                                  - Maria Gasolina                                  ,0.753,0.215,11,-15.671,0,0.293,0.618,0.00464,0.0912,4,0.382,130.338
"Brigas, Nunca Mais                                                                                                                                                              - João Gilberto                                   ",0.496,0.242,4,-14.544,1,0.0332,0.702,0.0,0.173,4,0.733,82.67
Aquarela Do Brasil                                                                                                                                                                - Gal Costa                                       ,0.553,0.55,1,-13.401,1,0.398,0.8,0.000723,0.906,4,0.679,137.016
Kaipuusamba                                                                                                                                                                       - Maria Gasolina                                  ,0.542,0.224,6,-16.126,1,0.0595,0.774,0.0887,0.114,4,0.532,79.7
Batida Diferente                                                                                                                                                                  - Cannonball Adderley                             ,0.605,0.485,7,-10.918,1,0.0512,0.876,0.841,0.126,4,0.694,99.419
Team Zissou                                                                                                                                                                       - Seu Jorge                                       ,0.619,0.402,7,-11.559,1,0.0354,0.87,0.0702,0.0974,4,0.792,93.237
Parabens                                                                                                                                                                          - Marcos Valle                                    ,0.737,0.802,7,-8.069,1,0.0424,0.0146,0.346,0.0897,4,0.476,109.821
O Amor Em Paz                                                                                                                                                                     - Cannonball Adderley                             ,0.682,0.281,9,-12.537,0,0.0341,0.973,0.884,0.115,4,0.436,118.107
Once Again                                                                                                                                                                        - Stan Getz                                       ,0.623,0.331,8,-14.346,1,0.0372,0.846,0.0781,0.078,4,0.583,90.439
Mariana                                                                                                                                                                           - Bïa                                             ,0.831,0.43,11,-8.214,0,0.103,0.504,0.0,0.233,4,0.816,140.031
Mariana                                                                                                                                                                           - Seu Jorge                                       ,0.617,0.526,9,-10.638,0,0.0376,0.538,0.389,0.105,4,0.931,167.706
Carnaval Inesquecível Na Cidade Alta                                                                                                                                              - Mundo Livre S/A                                 ,0.746,0.557,0,-9.756,1,0.0609,0.0519,0.00188,0.053,4,0.693,150.165
Garota De Ipanema                                                                                                                                                                 - Leila Pinheiro                                  ,0.73,0.145,9,-18.707,1,0.051,0.875,1.38e-05,0.131,4,0.56,136.846
Corcovado - Remastered                                                                                                                                                            - Cannonball Adderley                             ,0.771,0.278,7,-17.141,1,0.0471,0.72,0.661,0.294,4,0.742,123.542
O Pato (The Duck) - Live At Carnegie Hall/1964                                                                                                                                    - João Gilberto                                   ,0.621,0.18,2,-23.524,1,0.0619,0.875,0.827,0.698,4,0.884,169.916
August Day Song                                                                                                                                                                   - Bebel Gilberto                                  ,0.718,0.294,4,-13.342,0,0.0385,0.602,0.0072,0.125,4,0.237,103.021
Os Grilos                                                                                                                                                                         - Marcos Valle                                    ,0.573,0.805,9,-11.327,0,0.0746,0.373,0.489,0.0834,4,0.694,100.029
Saudade Fez Um Samba                                                                                                                                                              - João Gilberto                                   ,0.706,0.303,2,-14.678,1,0.0534,0.817,0.0,0.0874,4,0.884,87.806
OBI                                                                                                                                                                               - Toots Thielemans                                ,0.566,0.314,4,-17.921,0,0.0761,0.756,0.000442,0.0845,4,0.337,82.007
Mas Que Nada                                                                                                                                                                      - Jorge Ben Jor                                   ,0.504,0.566,2,-7.506,0,0.0284,0.563,1.75e-05,0.0902,4,0.573,89.423
Laia Ladia                                                                                                                                                                        - Brazilian Jazz                                  ,0.387,0.469,9,-13.485,0,0.0419,0.226,0.0424,0.074,4,0.509,85.595
Triste                                                                                                                                                                            - Brazilian Jazz                                  ,0.61,0.34,2,-11.653,1,0.034,0.906,0.859,0.0975,4,0.459,103.825
Só Danço Samba                                                                                                                                                                    - Stan Getz                                       ,0.611,0.279,8,-12.032,1,0.0554,0.838,0.438,0.131,4,0.677,81.546
Samba Triste                                                                                                                                                                      - Stan Getz                                       ,0.637,0.19,9,-22.466,0,0.0676,0.841,0.263,0.12,4,0.687,143.111
País Tropical                                                                                                                                                                     - Wilson Simonal                                  ,0.708,0.599,5,-9.516,1,0.0336,0.693,0.0,0.296,4,0.917,129.048
Coracao Vagabundo                                                                                                                                                                 - Toots Thielemans                                ,0.584,0.0506,8,-20.168,1,0.0647,0.901,0.163,0.0693,5,0.126,97.627
Pais Tropical                                                                                                                                                                     - Sergio Mendes & Brasil '66                      ,0.701,0.585,5,-9.991,1,0.0444,0.484,0.0,0.815,4,0.845,122.276
Life On Mars?                                                                                                                                                                     - Seu Jorge                                       ,0.66,0.148,10,-16.689,1,0.0497,0.893,0.00175,0.117,4,0.272,124.058
Apelo                                                                                                                                                                             - Brazilian Jazz                                  ,0.506,0.252,2,-14.083,0,0.0502,0.919,0.863,0.111,4,0.2,74.917
"O Que É, O Que É                                                                                                                                                                - Cesar Camargo Mariano & Romero Lubambo          ",0.696,0.322,5,-15.868,1,0.0372,0.978,0.879,0.0737,4,0.658,105.776
Maroca                                                                                                                                                                            - Mundo Livre                                     ,0.652,0.725,1,-7.794,0,0.0316,0.0335,0.0284,0.177,4,0.581,147.876
Apelo                                                                                                                                                                             - Jenny Chi                                       ,0.531,0.153,2,-12.022,1,0.0356,0.923,0.000131,0.125,4,0.164,81.972
Samba Da Minha Terra - Live At Carnegie Hall/1964                                                                                                                                 - Stan Getz                                       ,0.576,0.322,4,-23.134,0,0.178,0.879,0.593,0.694,4,0.805,83.696
Corcovado                                                                                                                                                                         - Stan Getz                                       ,0.53,0.0902,9,-18.37,0,0.0469,0.926,0.00782,0.286,4,0.364,126.648
Chega de Saudade                                                                                                                                                                  - Jenny Chi                                       ,0.745,0.368,0,-11.419,1,0.0498,0.83,0.00292,0.151,4,0.582,98.953
Coisa Feita                                                                                                                                                                       - Toots Thielemans                                ,0.579,0.342,7,-17.379,1,0.042,0.879,0.813,0.109,4,0.774,117.024
Felicia and Bianca                                                                                                                                                                - Toots Thielemans                                ,0.575,0.274,2,-18.579,0,0.0472,0.686,0.343,0.102,4,0.628,105.678
Rosa Morena                                                                                                                                                                       - Dorival Caymmi                                  ,0.526,0.489,0,-11.555,0,0.0354,0.206,0.0,0.105,4,0.717,95.995
Insensatez                                                                                                                                                                        - Stan Getz                                       ,0.67,0.187,5,-15.997,1,0.037,0.945,0.618,0.104,4,0.305,127.676
Menina Moca                                                                                                                                                                       - Stan Getz                                       ,0.593,0.475,4,-10.763,0,0.0336,0.797,0.000373,0.129,4,0.789,106.501
So Nice (Summer Samba)                                                                                                                                                            - Marcos Valle                                    ,0.773,0.492,6,-11.472,1,0.0397,0.549,0.0,0.103,4,0.822,122.054
Santa Maria de Feira                                                                                                                                                              - Devendra Banhart                                ,0.542,0.377,2,-12.211,1,0.033,0.933,0.319,0.15,4,0.729,107.113
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                            - Tribalistas                                     ,0.67,0.822,9,-6.687,0,0.057,0.67,0.00115,0.132,4,0.833,145.56
Blue Bossa                                                                                                                                                                        - Tete Montoliu                                   ,0.599,0.518,8,-13.434,1,0.0553,0.823,0.87,0.2,4,0.962,110.723
Aguas De Março                                                                                                                                                                    - Tempo Rei                                       ,0.797,0.411,0,-10.07,0,0.0896,0.79,0.0,0.101,4,0.606,135.955
Bossa Dorado                                                                                                                                                                      - Pete Krebs & The Kung Pao Chi                   ,0.78,0.446,0,-13.332,1,0.0499,0.708,0.843,0.118,4,0.831,133.222
Orange Afternoon                                                                                                                                                                  - Bebe                                            ,0.615,0.63,10,-10.809,1,0.0448,0.43,0.244,0.113,4,0.557,91.122
Homens                                                                                                                                                                            - Manu Chao                                       ,0.736,0.439,9,-12.062,0,0.0527,0.796,0.000474,0.0941,4,0.972,149.984
"Lisboa, Menina E Moça                                                                                                                                                           - Som Ibérico                                     ",0.524,0.578,4,-10.644,0,0.0505,0.716,0.703,0.0876,4,0.567,78.644
Lisboa menina e moça                                                                                                                                                              - Various Artists                                 ,0.708,0.333,6,-10.643,0,0.0285,0.862,0.000594,0.0915,4,0.757,101.86
Para Machuchar Meu Coracao                                                                                                                                                        - Stan Getz                                       ,0.617,0.131,3,-17.83,1,0.0387,0.961,0.0101,0.0987,4,0.449,131.953
Esperando Na Janela - Versão Acústica                                                                                                                                             - Gilberto Gil                                    ,0.615,0.157,2,-14.081,1,0.0406,0.93,0.00193,0.114,4,0.513,148.99
Água de beber                                                                                                                                                                     - Tania Maria                                     ,0.771,0.555,7,-12.366,1,0.0493,0.871,0.422,0.0829,4,0.553,98.094
Mama África                                                                                                                                                                       - Chico César                                     ,0.676,0.469,1,-8.715,0,0.0482,0.648,0.0,0.987,4,0.885,163.709
Á Primeira Vista                                                                                                                                                                  - Chico César                                     ,0.542,0.148,11,-12.99,1,0.0394,0.782,0.0,0.704,4,0.248,89.585
Tambores                                                                                                                                                                          - Chico César                                     ,0.598,0.278,0,-11.505,1,0.0472,0.72,0.000161,0.754,4,0.567,125.032
Guarda-me A Vida Na Mão                                                                                                                                                           - Ana Moura                                       ,0.482,0.136,6,-15.844,0,0.0318,0.946,0.000762,0.104,4,0.26,135.574
A Prosa Impúrpura do Caicó                                                                                                                                                        - Chico César                                     ,0.505,0.209,2,-14.983,1,0.0387,0.849,0.0094,0.701,4,0.503,135.836
Paraíba                                                                                                                                                                           - Chico César                                     ,0.569,0.186,1,-14.838,0,0.0365,0.959,0.137,0.738,4,0.536,84.091
Berekerê - Voice                                                                                                                                                                  - Geraldo Azevedo                                 ,0.434,0.573,4,-11.203,0,0.0666,0.83,0.0,0.0584,4,0.786,172.189
Pagode da Saidera                                                                                                                                                                 - Martinho Da Vila                                ,0.584,0.792,7,-10.644,1,0.103,0.723,1.34e-06,0.204,4,0.938,103.671
Disfarça e Chora                                                                                                                                                                  - Djavan                                          ,0.747,0.185,5,-11.699,1,0.0498,0.905,0.0172,0.103,4,0.588,151.833
Tudo isto é fado                                                                                                                                                                  - Quatro Ventos                                   ,0.405,0.317,2,-10.836,1,0.0299,0.9,4.08e-05,0.12,4,0.315,139.316
Quando Te Vi                                                                                                                                                                      - Luisa Sobral                                    ,0.543,0.129,9,-14.344,1,0.0342,0.97,0.0133,0.157,4,0.353,134.502
Sr. Vinho                                                                                                                                                                         - Luisa Sobral                                    ,0.348,0.337,5,-10.368,1,0.0348,0.816,0.000811,0.103,3,0.398,192.711
Inês                                                                                                                                                                              - Luisa Sobral                                    ,0.462,0.0827,0,-13.262,1,0.0371,0.965,0.000489,0.111,4,0.224,135.193
Seja Agora                                                                                                                                                                        - Deolinda                                        ,0.665,0.783,11,-6.046,1,0.083,0.832,0.0,0.0862,4,0.831,98.179
Algo Novo                                                                                                                                                                         - Deolinda                                        ,0.83,0.431,0,-9.463,1,0.0378,0.863,2.26e-05,0.118,4,0.506,131.959
Pois Foi                                                                                                                                                                          - Deolinda                                        ,0.459,0.254,6,-11.39,0,0.0279,0.947,0.00602,0.122,4,0.494,79.85
Há-De Passar                                                                                                                                                                      - Deolinda                                        ,0.776,0.347,4,-9.761,1,0.0562,0.961,0.000404,0.0932,4,0.51,123.28
Xico                                                                                                                                                                              - Luisa Sobral                                    ,0.442,0.56,9,-8.231,1,0.139,0.47,1.53e-05,0.347,4,0.622,179.643
O Engraxador                                                                                                                                                                      - Luisa Sobral                                    ,0.725,0.293,9,-10.315,1,0.0421,0.826,0.000479,0.244,4,0.343,105.045
Clandestino                                                                                                                                                                       - Chico César                                     ,0.635,0.398,2,-12.003,0,0.0694,0.717,4.49e-06,0.671,4,0.504,172.19
Trem das Onze                                                                                                                                                                     - Demonios Da Garoa                               ,0.566,0.424,2,-9.784,0,0.0413,0.557,7.03e-06,0.144,4,0.679,91.649
Chove Chuva                                                                                                                                                                       - Jorge Ben Jor                                   ,0.714,0.451,10,-8.52,1,0.0385,0.584,0.0,0.0881,4,0.514,134.969
Menina Mulher Da Pele Preta                                                                                                                                                       - Jorge Ben Jor                                   ,0.591,0.557,1,-10.097,0,0.0584,0.648,0.0486,0.231,4,0.979,135.65
Agua De Beber                                                                                                                                                                     - Astrud Gilberto                                 ,0.645,0.357,4,-15.628,0,0.0356,0.426,0.0,0.0727,4,0.86,147.846
Agua De Beber                                                                                                                                                                     - Sophie Milman                                   ,0.66,0.759,7,-8.55,1,0.0437,0.243,0.00227,0.0756,4,0.7,94.477
Lá Vem O Brasil Descendo A Ladeira                                                                                                                                                - Moraes Moreira                                  ,0.677,0.94,11,-6.606,0,0.0764,0.387,0.0,0.0846,4,0.824,166.501
Amiga Da Minha Mulher                                                                                                                                                             - Seu Jorge                                       ,0.788,0.916,9,-5.152,0,0.121,0.714,0.0,0.0867,4,0.829,104.015
O Leãozinho                                                                                                                                                                       - Caetano Veloso                                  ,0.57,0.16,0,-17.201,1,0.0498,0.896,1.39e-05,0.158,4,0.56,126.564
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                            - Tribalistas                                     ,0.67,0.822,9,-6.687,0,0.057,0.67,0.00115,0.132,4,0.833,145.56
Coração Vagabundo                                                                                                                                                                 - Gal Costa                                       ,0.577,0.312,0,-13.453,0,0.0448,0.785,0.0976,0.138,1,0.372,80.698
Fotografia                                                                                                                                                                        - Vanessa Da Mata                                 ,0.715,0.309,9,-12.395,0,0.0315,0.733,0.00455,0.172,4,0.563,98.071
Fotografia                                                                                                                                                                        - João Gilberto                                   ,0.437,0.197,4,-17.95,1,0.0433,0.958,3.84e-05,0.172,3,0.542,133.717
"Rosa, Menina Rosa                                                                                                                                                               - Jorge Ben Jor                                   ",0.584,0.641,2,-7.415,0,0.0886,0.376,0.0,0.118,4,0.732,96.264
Fado Toninho                                                                                                                                                                      - Deolinda                                        ,0.692,0.21,0,-9.525,1,0.0427,0.865,0.0,0.16,4,0.743,77.878
Mal Por Mal                                                                                                                                                                       - Deolinda                                        ,0.645,0.267,2,-10.552,1,0.0631,0.623,0.000725,0.11,4,0.389,146.339
Violão Vadio                                                                                                                                                                      - Raphael Rabello                                 ,0.364,0.0884,5,-21.309,1,0.041,0.927,0.645,0.127,4,0.152,89.235
Chorinho Pra Voce                                                                                                                                                                 - Paulo Moura                                     ,0.654,0.4,9,-13.302,0,0.0405,0.784,0.799,0.0997,4,0.85,106.451
Chorando Baixinho                                                                                                                                                                 - Raphael Rabello                                 ,0.492,0.102,2,-18.447,0,0.0613,0.916,0.0222,0.0914,4,0.573,205.863
Samba da Bênção                                                                                                                                                                   - Maria Bethânia                                  ,0.597,0.549,0,-11.817,1,0.0543,0.372,0.000923,0.0992,4,0.866,159.381
Acabou Chorare                                                                                                                                                                    - Sílvia Pérez Cruz                               ,0.59,0.148,2,-13.962,1,0.0543,0.974,0.0134,0.109,4,0.292,100.663
Ui! (Voce Inventa)                                                                                                                                                                - Tom Zé                                          ,0.747,0.15,2,-17.645,1,0.112,0.588,6.19e-05,0.12,4,0.817,84.132
"Augusta, Angélica e Consolação                                                                                                                                                  - Tom Zé                                          ",0.656,0.375,5,-10.531,1,0.0631,0.699,3.62e-06,0.155,4,0.83,137.981
Todos os olhos                                                                                                                                                                    - Tom Zé                                          ,0.816,0.416,5,-8.26,1,0.0572,0.663,7.07e-05,0.0954,4,0.933,124.823
Vai (Menina amanhã de manhã)                                                                                                                                                      - Tom Zé                                          ,0.671,0.63,5,-10.367,1,0.237,0.885,0.0,0.132,4,0.794,127.645
Desde Que o Samba é Samba                                                                                                                                                         - Gilberto Gil                                    ,0.789,0.268,6,-15.776,0,0.048,0.822,0.177,0.111,4,0.683,125.185
Insensatez: A Mulher Que Fez                                                                                                                                                      - Graveola                                        ,0.789,0.486,3,-11.171,1,0.0538,0.32,0.0,0.108,4,0.947,92.579
Ponto De Marinheiro / Marinheiro Só                                                                                                                                               - Zé Maurício Machline                            ,0.775,0.509,2,-11.966,1,0.125,0.559,0.0,0.332,4,0.831,97.05
Tanto Mar                                                                                                                                                                         - Chico Buarque                                   ,0.427,0.504,7,-8.1,1,0.0603,0.645,2.68e-05,0.178,3,0.885,180.328
Diz Que Eu Fui Por Aí                                                                                                                                                             - Eva Fernández                                   ,0.689,0.448,10,-9.83,0,0.0722,0.866,0.0033,0.0963,4,0.498,89.225
Argumento                                                                                                                                                                         - Paulinho Da Viola                               ,0.731,0.762,2,-6.768,1,0.0549,0.807,0.0,0.127,4,0.926,113.939
Chuck Berry Fields Forever                                                                                                                                                        - Gilberto Gil                                    ,0.584,0.682,0,-10.141,1,0.13,0.366,0.000269,0.794,4,0.716,153.42
Brasil Pandeiro                                                                                                                                                                   - Novos Baianos                                   ,0.549,0.555,11,-7.144,1,0.0344,0.791,0.000311,0.117,4,0.876,97.724
Preta Pretinha                                                                                                                                                                    - Novos Baianos                                   ,0.704,0.561,7,-7.177,1,0.033,0.845,7.65e-06,0.108,4,0.773,124.861
Swing de Campo Grande                                                                                                                                                             - Novos Baianos                                   ,0.764,0.697,11,-7.346,0,0.0525,0.781,0.0,0.163,4,0.937,104.016
Máquina de Ritmo - Ao Vivo                                                                                                                                                        - Gilberto Gil                                    ,0.587,0.296,2,-16.507,1,0.224,0.879,0.598,0.391,4,0.509,172.675
Back In Bahia (Ao Vivo)                                                                                                                                                           - Gilberto Gil                                    ,0.667,0.457,6,-13.166,0,0.295,0.712,4.55e-06,0.966,4,0.592,144.407
"Sabor Colorido / Moça Bonita                                                                                                                                                      - Elomar, Geraldo Azevedo, Vital Farias, Xangai ",0.517,0.226,5,-17.795,1,0.0581,0.808,4.66e-06,0.697,4,0.525,78.868
O Namorado Da Viúva                                                                                                                                                               - Jorge Ben Jor                                   ,0.742,0.745,2,-13.106,0,0.0447,0.554,0.000275,0.0549,4,0.971,87.988
Taj Mahal                                                                                                                                                                         - Jorge Ben Jor                                   ,0.587,0.703,6,-5.789,0,0.0556,0.556,0.0,0.596,4,0.725,136.704
Manada                                                                                                                                                                            - Bagunço                                         ,0.651,0.485,9,-11.49,0,0.04,0.116,0.697,0.0873,4,0.736,108.861
Dolcenera                                                                                                                                                                         - Fabrizio De André                               ,0.68,0.492,11,-8.359,0,0.0436,0.177,5.63e-05,0.201,4,0.595,125.827
Nomes de Favela                                                                                                                                                                   - Moyseis Marques                                 ,0.753,0.516,0,-9.647,0,0.0662,0.372,0.0,0.0647,4,0.862,92.068
Magalenha                                                                                                                                                                         - Sérgio Mendes                                   ,0.82,0.633,9,-13.816,1,0.0745,0.129,0.0,0.0972,4,0.716,116.622
Deixa A Gira Girar                                                                                                                                                                - Os Tincoãs                                      ,0.512,0.602,1,-10.217,1,0.0374,0.621,0.000172,0.0742,4,0.563,112.901
Senhora liberdade                                                                                                                                                                 - Zezé Motta                                      ,0.592,0.531,2,-10.947,1,0.0355,0.445,0.0,0.0922,4,0.589,92.107
Berekerê - Voice                                                                                                                                                                  - Geraldo Azevedo                                 ,0.434,0.573,4,-11.203,0,0.0666,0.83,0.0,0.0584,4,0.786,172.189
Catendé - Live                                                                                                                                                                   - Vinícius de Moraes                              ,0.45,0.328,2,-14.338,1,0.0473,0.466,8.24e-06,0.0754,4,0.209,139.385
Coração Imprudente                                                                                                                                                                - Paulinho Da Viola                               ,0.711,0.427,2,-11.163,0,0.106,0.873,0.00159,0.0972,4,0.963,93.607
Dimokránsa                                                                                                                                                                        - Mayra Andrade                                   ,0.686,0.33,6,-10.174,0,0.0463,0.863,1.14e-05,0.13,4,0.742,154.407
Kenha Ki Ben Ki Ta Bai - Live                                                                                                                                                     - Mayra Andrade                                   ,0.566,0.482,8,-11.898,1,0.0623,0.452,0.000204,0.69,4,0.626,132.34
Baião Destemperado                                                                                                                                                                - Barbatuques                                     ,0.86,0.741,1,-8.305,1,0.158,0.425,0.63,0.216,4,0.744,95.715
Adeus Até Mais Ver                                                                                                                                                                - Homem ao Mar                                    ,0.544,0.239,4,-15.386,1,0.029,0.874,0.00451,0.111,4,0.269,83.87
Baianá                                                                                                                                                                            - Barbatuques                                     ,0.777,0.573,10,-12.078,0,0.335,0.47,0.0138,0.177,4,0.622,95.087
